quote_date,item_id,p_mean,p_75,p_median,p_25,date,dateStata,dateISO,obs,year,month,quarter,_merge,itemName
200909,630425,14.53531,16,14.99,12,260,01/09/2009,01/09/2009,102020,2009,9,3,Matched (3),Non Fiction Harback
200910,630425,13.11245,15,13,10,261,01/10/2009,01/10/2009,102962,2009,10,4,Matched (3),Non Fiction Harback
200911,630425,11.41193,13.95,10,9.97,262,01/11/2009,01/11/2009,104223,2009,11,4,Matched (3),Non Fiction Harback
200912,630425,11.15077,10,10,10,263,01/12/2009,01/12/2009,105319,2009,12,4,Matched (3),Non Fiction Harback
201001,630425,12.04313,14.995,10,10,264,01/01/2010,01/01/2010,101545,2010,1,1,Matched (3),Non Fiction Harback
201002,630425,15.25589,18,16,12.99,265,01/02/2010,01/02/2010,97889,2010,2,1,Matched (3),Non Fiction Harback
201003,630425,14.07431,14.99,13.99,12.99,266,01/03/2010,01/03/2010,102189,2010,3,1,Matched (3),Non Fiction Harback
201004,630425,14.32884,14.99,14.99,12.99,267,01/04/2010,01/04/2010,104566,2010,4,2,Matched (3),Non Fiction Harback
201005,630425,14.47702,16,14.99,12,268,01/05/2010,01/05/2010,105655,2010,5,2,Matched (3),Non Fiction Harback
201006,630425,13.57297,14.99,12.99,12,269,01/06/2010,01/06/2010,106532,2010,6,2,Matched (3),Non Fiction Harback
201007,630425,13.93944,16,13.99,11.99,270,01/07/2010,01/07/2010,107229,2010,7,3,Matched (3),Non Fiction Harback
201008,630425,14.41889,16.99,14.99,11.99,271,01/08/2010,01/08/2010,108091,2010,8,3,Matched (3),Non Fiction Harback
201009,630425,15.00704,16.99,15,11.95,272,01/09/2010,01/09/2010,108500,2010,9,3,Matched (3),Non Fiction Harback
201010,630425,13.46368,15,13,10,273,01/10/2010,01/10/2010,109466,2010,10,4,Matched (3),Non Fiction Harback
201011,630425,11.67959,13,10,10,274,01/11/2010,01/11/2010,109784,2010,11,4,Matched (3),Non Fiction Harback
201012,630425,12.36901,15,13,10,275,01/12/2010,01/12/2010,110303,2010,12,4,Matched (3),Non Fiction Harback
201101,630425,11.02162,11.95,10,10,276,01/01/2011,01/01/2011,107592,2011,1,1,Matched (3),Non Fiction Harback
201102,630425,16.96069,20,20,11.995,277,01/02/2011,01/02/2011,107243,2011,2,1,Matched (3),Non Fiction Harback
201103,630425,16.93495,20,20,15,278,01/03/2011,01/03/2011,111703,2011,3,1,Matched (3),Non Fiction Harback
201104,630425,15.15,20,14.99,12.99,279,01/04/2011,01/04/2011,110135,2011,4,2,Matched (3),Non Fiction Harback
201105,630425,14.45359,16.99,15,12.99,280,01/05/2011,01/05/2011,110905,2011,5,2,Matched (3),Non Fiction Harback
201106,630425,13.20063,15,12.99,10,281,01/06/2011,01/06/2011,110923,2011,6,2,Matched (3),Non Fiction Harback
201107,630425,13.89852,15,15,10,282,01/07/2011,01/07/2011,110938,2011,7,3,Matched (3),Non Fiction Harback
201108,630425,14.06343,15.99,15,10,283,01/08/2011,01/08/2011,111624,2011,8,3,Matched (3),Non Fiction Harback
201109,630425,13.88634,16,13.99,10,284,01/09/2011,01/09/2011,112468,2011,9,3,Matched (3),Non Fiction Harback
201110,630425,13.90023,15,13.99,11.99,285,01/10/2011,01/10/2011,112689,2011,10,4,Matched (3),Non Fiction Harback
201111,630425,12.68453,15,13,10,286,01/11/2011,01/11/2011,112558,2011,11,4,Matched (3),Non Fiction Harback
201112,630425,12.04721,15,10,9.5,287,01/12/2011,01/12/2011,113770,2011,12,4,Matched (3),Non Fiction Harback
201201,630425,11.28731,13.99,10,9.99,288,01/01/2012,01/01/2012,112915,2012,1,1,Matched (3),Non Fiction Harback
201202,630425,14.85146,18,16,10,289,01/02/2012,01/02/2012,109908,2012,2,1,Matched (3),Non Fiction Harback
201203,630425,14.20117,16.99,12.99,10,290,01/03/2012,01/03/2012,112591,2012,3,1,Matched (3),Non Fiction Harback
201204,630425,14.35,16.99,14.99,9.99,291,01/04/2012,01/04/2012,111722,2012,4,2,Matched (3),Non Fiction Harback
201205,630425,12.84394,14.99,12.99,9.99,292,01/05/2012,01/05/2012,112977,2012,5,2,Matched (3),Non Fiction Harback
201206,630425,13.20068,14.99,12.99,10.86,293,01/06/2012,01/06/2012,113464,2012,6,2,Matched (3),Non Fiction Harback
201207,630425,11.73252,14.99,11.99,9.99,294,01/07/2012,01/07/2012,112979,2012,7,3,Matched (3),Non Fiction Harback
201208,630425,12.35956,15,12.99,9.99,295,01/08/2012,01/08/2012,113779,2012,8,3,Matched (3),Non Fiction Harback
201209,630425,12.63354,14.99,12.99,10,296,01/09/2012,01/09/2012,113529,2012,9,3,Matched (3),Non Fiction Harback
201210,630425,13.53723,15,15,10,297,01/10/2012,01/10/2012,113193,2012,10,4,Matched (3),Non Fiction Harback
201211,630425,11.56149,15,9.99,8.49,298,01/11/2012,01/11/2012,112322,2012,11,4,Matched (3),Non Fiction Harback
201212,630425,12.40462,15,10,9.99,299,01/12/2012,01/12/2012,112522,2012,12,4,Matched (3),Non Fiction Harback
201301,630425,12.11952,15,10,9.99,300,01/01/2013,01/01/2013,112470,2013,1,1,Matched (3),Non Fiction Harback
201302,630425,13.46401,15.5,15,9.99,301,01/02/2013,01/02/2013,108915,2013,2,1,Matched (3),Non Fiction Harback
201303,630425,14.41792,17,15,10,302,01/03/2013,01/03/2013,112073,2013,3,1,Matched (3),Non Fiction Harback
201304,630425,13.15263,16.99,12.99,9,303,01/04/2013,01/04/2013,111932,2013,4,2,Matched (3),Non Fiction Harback
201305,630425,13.27329,16,13.99,9.99,304,01/05/2013,01/05/2013,112460,2013,5,2,Matched (3),Non Fiction Harback
201306,630425,12.50364,16,12.99,9,305,01/06/2013,01/06/2013,113182,2013,6,2,Matched (3),Non Fiction Harback
201307,630425,13.14916,16,12.99,9.49,306,01/07/2013,01/07/2013,110722,2013,7,3,Matched (3),Non Fiction Harback
201308,630425,10.93936,12.99,9,8.49,307,01/08/2013,01/08/2013,111818,2013,8,3,Matched (3),Non Fiction Harback
201309,630425,11.41455,12.99,11.99,8.49,308,01/09/2013,01/09/2013,111942,2013,9,3,Matched (3),Non Fiction Harback
201310,630425,12.53672,14,12.99,9.49,309,01/10/2013,01/10/2013,112357,2013,10,4,Matched (3),Non Fiction Harback
201311,630425,13.31397,15,14,9.99,310,01/11/2013,01/11/2013,111887,2013,11,4,Matched (3),Non Fiction Harback
201312,630425,12.87973,15,12.99,9.99,311,01/12/2013,01/12/2013,112786,2013,12,4,Matched (3),Non Fiction Harback
201401,630425,12.62422,15.99,11.99,9.99,312,01/01/2014,01/01/2014,113219,2014,1,1,Matched (3),Non Fiction Harback
201402,630425,12.92333,15,12.5,9.5,313,01/02/2014,01/02/2014,108434,2014,2,1,Matched (3),Non Fiction Harback
201403,630425,14.11477,18,12.99,10.99,314,01/03/2014,01/03/2014,111378,2014,3,1,Matched (3),Non Fiction Harback
201404,630425,14.29845,16,12.99,11.55,315,01/04/2014,01/04/2014,110845,2014,4,2,Matched (3),Non Fiction Harback
201405,630425,14.05411,16.99,13.99,10,316,01/05/2014,01/05/2014,111915,2014,5,2,Matched (3),Non Fiction Harback
201406,630425,14.21357,17,13.99,10,317,01/06/2014,01/06/2014,112673,2014,6,2,Matched (3),Non Fiction Harback
201407,630425,14.47519,17,15,10.495,318,01/07/2014,01/07/2014,110263,2014,7,3,Matched (3),Non Fiction Harback
201408,630425,15.78102,18,16.99,11.89,319,01/08/2014,01/08/2014,111493,2014,8,3,Matched (3),Non Fiction Harback
201409,630425,15.44733,18,17,11,320,01/09/2014,01/09/2014,111704,2014,9,3,Matched (3),Non Fiction Harback
201410,630425,14.64361,16,15,12,321,01/10/2014,01/10/2014,111105,2014,10,4,Matched (3),Non Fiction Harback
201411,630425,13.47242,15,13.99,9.99,322,01/11/2014,01/11/2014,111793,2014,11,4,Matched (3),Non Fiction Harback
201412,630425,13.08711,16,13.99,9,323,01/12/2014,01/12/2014,111959,2014,12,4,Matched (3),Non Fiction Harback
201501,630425,11.61372,15,10,9,324,01/01/2015,01/01/2015,112492,2015,1,1,Matched (3),Non Fiction Harback
201502,630425,11.7437,14.99,10,7.95,325,01/02/2015,01/02/2015,110362,2015,2,1,Matched (3),Non Fiction Harback
201503,630425,13.77652,17,14.99,9.4,326,01/03/2015,01/03/2015,113759,2015,3,1,Matched (3),Non Fiction Harback
201504,630425,14.03833,18,13.99,9.99,327,01/04/2015,01/04/2015,115935,2015,4,2,Matched (3),Non Fiction Harback
201505,630425,13.51583,17,12.99,9.99,328,01/05/2015,01/05/2015,116093,2015,5,2,Matched (3),Non Fiction Harback
201506,630425,12.21964,14.99,12.99,9.99,329,01/06/2015,01/06/2015,116584,2015,6,2,Matched (3),Non Fiction Harback
201507,630425,14.1765,16.99,14,12.99,330,01/07/2015,01/07/2015,114886,2015,7,3,Matched (3),Non Fiction Harback
201508,630425,13.28555,16.99,12.99,12.99,331,01/08/2015,01/08/2015,115736,2015,8,3,Matched (3),Non Fiction Harback
201509,630425,13.83964,16.99,12.99,11.89,332,01/09/2015,01/09/2015,115298,2015,9,3,Matched (3),Non Fiction Harback
201510,630425,14.7388,17,16,12.99,333,01/10/2015,01/10/2015,114195,2015,10,4,Matched (3),Non Fiction Harback
201511,630425,14.41994,16,15,10,334,01/11/2015,01/11/2015,114300,2015,11,4,Matched (3),Non Fiction Harback
201512,630425,15.01406,18,14,12,335,01/12/2015,01/12/2015,114817,2015,12,4,Matched (3),Non Fiction Harback
201601,630425,14.55408,17,16,10,336,01/01/2016,01/01/2016,115217,2016,1,1,Matched (3),Non Fiction Harback
201602,630425,14.59155,16,16,12.5,337,01/02/2016,01/02/2016,111438,2016,2,1,Matched (3),Non Fiction Harback
201603,630425,11.04306,12.99,11.99,9.99,338,01/03/2016,01/03/2016,114522,2016,3,1,Matched (3),Non Fiction Harback
201604,630425,11.49662,12.99,12.245,9.99,339,01/04/2016,01/04/2016,116360,2016,4,2,Matched (3),Non Fiction Harback
201605,630425,11.66553,12.99,10.99,10,340,01/05/2016,01/05/2016,116741,2016,5,2,Matched (3),Non Fiction Harback
201606,630425,11.84404,13.99,10.99,9,341,01/06/2016,01/06/2016,114788,2016,6,2,Matched (3),Non Fiction Harback
201607,630425,13.94371,16,14.99,10,342,01/07/2016,01/07/2016,115033,2016,7,3,Matched (3),Non Fiction Harback
201608,630425,14.10324,16.99,12.99,10.99,343,01/08/2016,01/08/2016,113719,2016,8,3,Matched (3),Non Fiction Harback
201609,630425,13.06591,14.99,12.99,10.99,344,01/09/2016,01/09/2016,114318,2016,9,3,Matched (3),Non Fiction Harback
201610,630425,13.88765,16,15,10,345,01/10/2016,01/10/2016,114629,2016,10,4,Matched (3),Non Fiction Harback
201611,630425,13.45888,15,14,10,346,01/11/2016,01/11/2016,114503,2016,11,4,Matched (3),Non Fiction Harback
201612,630425,13.83721,16,15,10,347,01/12/2016,01/12/2016,115774,2016,12,4,Matched (3),Non Fiction Harback
201701,630425,11.84952,14,10,10,348,01/01/2017,01/01/2017,115625,2017,1,1,Matched (3),Non Fiction Harback
201702,630425,12.89372,15,10,10,349,01/02/2017,01/02/2017,114063,2017,2,1,Matched (3),Non Fiction Harback
201703,630425,13.44662,14.99,12.99,11.99,350,01/03/2017,01/03/2017,115516,2017,3,1,Matched (3),Non Fiction Harback
201704,630425,11.80272,13.99,12.99,9.99,351,01/04/2017,01/04/2017,116889,2017,4,2,Matched (3),Non Fiction Harback
201705,630425,12.11763,14.99,12.99,9.99,352,01/05/2017,01/05/2017,117233,2017,5,2,Matched (3),Non Fiction Harback
201706,630425,14.19606,16.99,12.99,12.99,353,01/06/2017,01/06/2017,117390,2017,6,2,Matched (3),Non Fiction Harback
201707,630425,13.88933,16.99,13.99,10.99,354,01/07/2017,01/07/2017,117692,2017,7,3,Matched (3),Non Fiction Harback
201708,630425,14.59005,16.99,15.99,12.99,355,01/08/2017,01/08/2017,117018,2017,8,3,Matched (3),Non Fiction Harback
201709,630425,14.845,17,15,13.99,356,01/09/2017,01/09/2017,117013,2017,9,3,Matched (3),Non Fiction Harback
201710,630425,13.80471,16,13.99,11.99,357,01/10/2017,01/10/2017,116488,2017,10,4,Matched (3),Non Fiction Harback
201711,630425,14.2976,16,15,11,358,01/11/2017,01/11/2017,116285,2017,11,4,Matched (3),Non Fiction Harback
201712,630425,14.03533,16,15,10,359,01/12/2017,01/12/2017,117146,2017,12,4,Matched (3),Non Fiction Harback
201801,630425,13.86188,16,13,10,360,01/01/2018,01/01/2018,116458,2018,1,1,Matched (3),Non Fiction Harback
201802,630425,15.00151,17,15.5,12,361,01/02/2018,01/02/2018,122581,2018,2,1,Matched (3),Non Fiction Harback
201803,630425,14.43629,17,15,12,362,01/03/2018,01/03/2018,125211,2018,3,1,Matched (3),Non Fiction Harback
201804,630425,14.66268,17,16,10,363,01/04/2018,01/04/2018,126219,2018,4,2,Matched (3),Non Fiction Harback
201805,630425,14.39279,17,15,10,364,01/05/2018,01/05/2018,126941,2018,5,2,Matched (3),Non Fiction Harback
201806,630425,13.50586,16,12.99,10,365,01/06/2018,01/06/2018,126695,2018,6,2,Matched (3),Non Fiction Harback
201807,630425,14.70205,17,16,12,366,01/07/2018,01/07/2018,124520,2018,7,3,Matched (3),Non Fiction Harback
201808,630425,14.47156,17,16,10,367,01/08/2018,01/08/2018,124079,2018,8,3,Matched (3),Non Fiction Harback
201809,630425,14.60484,16,16,10,368,01/09/2018,01/09/2018,124265,2018,9,3,Matched (3),Non Fiction Harback
201810,630425,14.67415,16,15,12.28,369,01/10/2018,01/10/2018,124191,2018,10,4,Matched (3),Non Fiction Harback
201811,630425,13.73739,16,14.995,10,370,01/11/2018,01/11/2018,123289,2018,11,4,Matched (3),Non Fiction Harback
201812,630425,13.78129,16,14,10,371,01/12/2018,01/12/2018,125381,2018,12,4,Matched (3),Non Fiction Harback
201901,630425,12.92028,16,10,10,372,01/01/2019,01/01/2019,125531,2019,1,1,Matched (3),Non Fiction Harback
201902,630425,15.29318,20,16,11.99,373,01/02/2019,01/02/2019,124018,2019,2,1,Matched (3),Non Fiction Harback
201903,630425,16.43224,20,16,13,374,01/03/2019,01/03/2019,127885,2019,3,1,Matched (3),Non Fiction Harback
201904,630425,17.12828,20,18,13,375,01/04/2019,01/04/2019,128853,2019,4,2,Matched (3),Non Fiction Harback
201905,630425,16.81772,20,17,12.99,376,01/05/2019,01/05/2019,128682,2019,5,2,Matched (3),Non Fiction Harback
201906,630425,16.83353,20,18,12.99,377,01/06/2019,01/06/2019,129075,2019,6,2,Matched (3),Non Fiction Harback
201907,630425,14.40406,17,14.99,12.01,378,01/07/2019,01/07/2019,128486,2019,7,3,Matched (3),Non Fiction Harback
201908,630425,14.71605,18,13,12.5,379,01/08/2019,01/08/2019,127479,2019,8,3,Matched (3),Non Fiction Harback
201909,630425,14.36019,18,12.99,12.245,380,01/09/2019,01/09/2019,127702,2019,9,3,Matched (3),Non Fiction Harback
201910,630425,13.53673,16,12.99,10,381,01/10/2019,01/10/2019,127514,2019,10,4,Matched (3),Non Fiction Harback
201911,630425,13.93544,16,13.495,10,382,01/11/2019,01/11/2019,127910,2019,11,4,Matched (3),Non Fiction Harback
201912,630425,14.59184,18,14,10,383,01/12/2019,01/12/2019,127767,2019,12,4,Matched (3),Non Fiction Harback
202001,630425,14.11364,18,12.5,10,384,01/01/2020,01/01/2020,127661,2020,1,1,Matched (3),Non Fiction Harback
202002,630425,14.24687,16,14.99,10,385,01/02/2020,01/02/2020,126570,2020,2,1,Matched (3),Non Fiction Harback
202003,630425,14.84644,16.99,14.99,11.65,386,01/03/2020,01/03/2020,118933,2020,3,1,Matched (3),Non Fiction Harback
202004,630425,13.27474,16.99,12.99,10.65,387,01/04/2020,01/04/2020,74251,2020,4,2,Matched (3),Non Fiction Harback
202005,630425,13.03506,17.99,12.99,10,388,01/05/2020,01/05/2020,85259,2020,5,2,Matched (3),Non Fiction Harback
202006,630425,13.71801,17.99,12.99,10.65,389,01/06/2020,01/06/2020,94010,2020,6,2,Matched (3),Non Fiction Harback
202007,630425,14.89802,17.99,16,12.99,390,01/07/2020,01/07/2020,102371,2020,7,3,Matched (3),Non Fiction Harback
202008,630425,13.87404,16.99,13.6,12.99,391,01/08/2020,01/08/2020,112987,2020,8,3,Matched (3),Non Fiction Harback
202009,630425,14.9073,16.99,15,12.99,392,01/09/2020,01/09/2020,116062,2020,9,3,Matched (3),Non Fiction Harback
202010,630425,13.91153,16.495,14.99,10,393,01/10/2020,01/10/2020,116826,2020,10,4,Matched (3),Non Fiction Harback
202011,630425,14.81216,17.5,15.29,12.99,394,01/11/2020,01/11/2020,82553,2020,11,4,Matched (3),Non Fiction Harback
202012,630425,13.70981,16.495,14,10,395,01/12/2020,01/12/2020,94790,2020,12,4,Matched (3),Non Fiction Harback
202101,630425,11.40545,14,10,10,396,01/01/2021,01/01/2021,94079,2021,1,1,Matched (3),Non Fiction Harback
202102,630425,13.69016,16,14.99,10,397,01/02/2021,01/02/2021,98049,2021,2,1,Matched (3),Non Fiction Harback
202103,630425,15.59545,17.5,15.99,14,398,01/03/2021,01/03/2021,100972,2021,3,1,Matched (3),Non Fiction Harback
202104,630425,15.07571,17.34,14.99,12.99,399,01/04/2021,01/04/2021,102092,2021,4,2,Matched (3),Non Fiction Harback
202105,630425,14.59746,17.34,14.99,11,400,01/05/2021,01/05/2021,95210,2021,5,2,Matched (3),Non Fiction Harback
202106,630425,13.80338,16.99,13.99,11.14,401,01/06/2021,01/06/2021,109408,2021,6,2,Matched (3),Non Fiction Harback
202107,630425,14.08916,16.99,14.49,10,402,01/07/2021,01/07/2021,122056,2021,7,3,Matched (3),Non Fiction Harback
202108,630425,14.3249,16.99,14.99,12.99,403,01/08/2021,01/08/2021,123477,2021,8,3,Matched (3),Non Fiction Harback
202109,630425,14.35696,16.99,14.99,12.99,404,01/09/2021,01/09/2021,122686,2021,9,3,Matched (3),Non Fiction Harback
202110,630425,13.6869,16.99,12.99,10,405,01/10/2021,01/10/2021,123103,2021,10,4,Matched (3),Non Fiction Harback
202111,630425,13.3144,16,12.5,10,406,01/11/2021,01/11/2021,123532,2021,11,4,Matched (3),Non Fiction Harback
202112,630425,12.35786,13,11,10,407,01/12/2021,01/12/2021,123086,2021,12,4,Matched (3),Non Fiction Harback
202201,630425,12.74097,14.99,12.5,10,408,01/01/2022,01/01/2022,123655,2022,1,1,Matched (3),Non Fiction Harback
202202,630425,13.64592,16,13,10,409,01/02/2022,01/02/2022,121928,2022,2,1,Matched (3),Non Fiction Harback
202203,630425,13.19959,14.99,14,9.99,410,01/03/2022,01/03/2022,125713,2022,3,1,Matched (3),Non Fiction Harback
202204,630425,11.85524,14.99,10.99,8,411,01/04/2022,01/04/2022,127157,2022,4,2,Matched (3),Non Fiction Harback
202205,630425,11.84812,14.99,10.99,8.5,412,01/05/2022,01/05/2022,127155,2022,5,2,Matched (3),Non Fiction Harback
202206,630425,12.25423,14.99,10.99,9,413,01/06/2022,01/06/2022,127526,2022,6,2,Matched (3),Non Fiction Harback
202207,630425,12.41556,16,10.99,9,414,01/07/2022,01/07/2022,127040,2022,7,3,Matched (3),Non Fiction Harback
202208,630425,12.04995,16.99,10.99,8.49,415,01/08/2022,01/08/2022,125392,2022,8,3,Matched (3),Non Fiction Harback
202209,630425,13.49035,16.99,14.99,9,416,01/09/2022,01/09/2022,125502,2022,9,3,Matched (3),Non Fiction Harback
202210,630425,13.34638,16.99,12,10,417,01/10/2022,01/10/2022,125741,2022,10,4,Matched (3),Non Fiction Harback